"","rf_fit_pred_x"
"102125","0"
"102126","0"
"102127","0"
"102128","0"
"102129","1"
"102130","1"
"102131","1"
"102132","1"
"102133","1"
"102134","1"
"102135","0"
"102136","0"
"102137","0"
"102138","0"
"102139","0"
"102140","0"
"102141","0"
"102142","0"
"102143","0"
"102144","0"
"102145","0"
"102146","0"
"102147","0"
"102148","0"
"102149","0"
"102150","0"
"102151","0"
"102152","0"
"102153","0"
"102154","0"
"102155","1"
"102156","0"
"102157","0"
"102158","1"
"102159","0"
"102160","0"
"102161","0"
"102162","0"
"102163","0"
"102164","0"
"102165","0"
"102166","0"
"102167","0"
"102168","0"
"102169","1"
"102170","0"
"102171","0"
"102172","0"
"102173","1"
"102174","0"
"102175","0"
"102176","0"
"102177","0"
"102178","0"
"102179","0"
"102180","0"
"102181","0"
"102182","0"
"102183","0"
"102184","0"
"102185","0"
"102186","0"
"102187","0"
"102188","0"
"102189","0"
"102190","0"
"102191","0"
"102192","1"
"102193","1"
"102194","1"
"102195","0"
"102196","0"
"102197","0"
"102198","0"
"102199","0"
"102200","0"
"102201","0"
"102202","0"
"102203","0"
"102204","0"
"102205","0"
"102206","0"
"102207","0"
"102208","0"
"102209","0"
"102210","0"
"102211","0"
"102212","0"
"102213","0"
"102214","1"
"102215","1"
"102216","1"
"102217","1"
"102218","1"
"102219","1"
"102220","1"
"102221","1"
"102222","1"
"102223","1"
"102224","0"
"102225","0"
"102226","0"
"102227","0"
"102228","1"
"102229","1"
"102230","0"
"102231","0"
"102232","0"
"102233","0"
"102234","0"
"102235","0"
"102236","0"
"102237","0"
"102238","0"
"102239","0"
"102240","1"
"102241","1"
"102242","1"
"102243","1"
"102244","1"
"102245","1"
"102246","1"
"102247","1"
"102248","1"
"102249","1"
"102250","1"
"102251","1"
"102252","1"
"102253","1"
"102254","1"
"102255","0"
"102256","0"
"102257","0"
"102258","0"
"102259","0"
"102260","0"
"102261","0"
"102262","0"
"102263","1"
"102264","1"
"102265","1"
"102266","0"
"102267","0"
"102268","0"
"102269","0"
"102270","0"
"102271","0"
"102272","0"
"102273","0"
"102274","0"
"102275","0"
"102276","0"
"102277","0"
"102278","0"
"102279","0"
"102280","0"
"102281","1"
"102282","0"
"102283","0"
"102284","0"
"102285","0"
"102286","0"
"102287","1"
"102288","1"
"102289","0"
"102290","0"
"102291","0"
"102292","0"
"102293","0"
"102294","0"
"102295","1"
"102296","1"
"102297","1"
"102298","1"
"102299","0"
"102300","0"
"102301","0"
"102302","0"
"102303","0"
"102304","0"
"102305","1"
"102306","1"
"102307","1"
"102308","1"
"102309","1"
"102310","1"
"102311","1"
"102312","1"
"102313","1"
"102314","1"
"102315","1"
"102316","1"
"102317","1"
"102318","1"
"102319","0"
"102320","0"
"102321","0"
"102322","0"
"102323","1"
"102324","0"
"102325","0"
"102326","0"
"102327","0"
"102328","0"
"102329","1"
"102330","1"
"102331","1"
"102332","1"
"102333","1"
"102334","0"
"102335","0"
"102336","0"
"102337","0"
"102338","0"
"102339","0"
"102340","0"
"102341","1"
"102342","0"
"102343","0"
"102344","0"
"102345","0"
"102346","0"
"102347","0"
"102348","0"
"102349","1"
"102350","1"
"102351","0"
"102352","0"
"102353","0"
"102354","0"
"102355","0"
"102356","0"
"102357","1"
"102358","1"
"102359","1"
"102360","1"
"102361","1"
"102362","1"
"102363","1"
"102364","1"
"102365","0"
"102366","0"
"102367","0"
"102368","0"
"102369","0"
"102370","1"
"102371","1"
"102372","1"
"102373","1"
"102374","1"
"102375","1"
"102376","1"
"102377","1"
"102378","1"
"102379","1"
"102380","1"
"102381","1"
"102382","1"
"102383","1"
"102384","1"
"102385","1"
"102386","1"
"102387","1"
"102388","1"
"102389","0"
"102390","0"
"102391","0"
"102392","0"
"102393","1"
"102394","1"
"102395","1"
"102396","1"
"102397","1"
"102398","1"
"102399","1"
"102400","1"
"102401","0"
"102402","0"
"102403","0"
"102404","0"
"102405","0"
"102406","0"
"102407","0"
"102408","0"
"102409","0"
"102410","0"
"102411","0"
"102412","0"
"102413","0"
"102414","0"
"102415","0"
"102416","0"
"102417","0"
"102418","1"
"102419","1"
"102420","1"
"102421","1"
"102422","1"
"102423","0"
"102424","0"
"102425","0"
"102426","0"
"102427","0"
"102428","0"
"102429","0"
"102430","0"
"102431","0"
"102432","0"
"102433","0"
"102434","0"
"102435","0"
"102436","0"
"102437","0"
"102438","0"
"102439","0"
"102440","0"
"102441","0"
"102442","1"
"102443","1"
"102444","1"
"102445","1"
"102446","1"
"102447","1"
"102448","1"
"102449","1"
"102450","1"
"102451","1"
"102452","1"
"102453","0"
"102454","0"
"102455","0"
"102456","1"
"102457","0"
"102458","0"
"102459","0"
"102460","0"
"102461","0"
"102462","0"
"102463","0"
"102464","0"
"102465","0"
"102466","0"
"102467","0"
"102468","1"
"102469","1"
"102470","1"
"102471","1"
"102472","1"
"102473","0"
"102474","1"
"102475","1"
"102476","0"
"102477","0"
"102478","0"
"102479","0"
"102480","0"
"102481","0"
"102482","1"
"102483","1"
"102484","1"
"102485","1"
"102486","1"
"102487","1"
"102488","1"
"102489","0"
"102490","1"
"102491","1"
"102492","1"
"102493","1"
"102494","1"
"102495","1"
"102496","1"
"102497","1"
"102498","1"
"102499","1"
"102500","1"
"102501","1"
"102502","0"
"102503","0"
"102504","0"
"102505","1"
"102506","0"
"102507","0"
"102508","0"
"102509","0"
"102510","1"
"102511","0"
"102512","0"
"102513","0"
"102514","0"
"102515","0"
"102516","0"
"102517","0"
"102518","0"
"102519","0"
"102520","0"
"102521","0"
"102522","0"
"102523","0"
"102524","0"
"102525","0"
"102526","0"
"102527","0"
"102528","0"
"102529","0"
"102530","0"
"102531","0"
"102532","0"
"102533","0"
"102534","0"
"102535","0"
"102536","0"
"102537","0"
"102538","0"
"102539","0"
"102540","0"
"102541","0"
"102542","0"
"102543","0"
"102544","0"
"102545","0"
"102546","0"
"102547","0"
"102548","0"
"102549","0"
"102550","0"
"102551","0"
"102552","0"
"102553","0"
"102554","0"
"102555","0"
"102556","0"
"102557","0"
"102558","0"
"102559","0"
"102560","0"
"102561","0"
"102562","0"
"102563","0"
"102564","1"
"102565","1"
"102566","1"
"102567","1"
"102568","1"
"102569","1"
"102570","0"
"102571","0"
"102572","0"
"102573","1"
"102574","0"
"102575","0"
"102576","0"
"102577","0"
"102578","0"
"102579","0"
"102580","0"
"102581","0"
"102582","0"
"102583","0"
"102584","0"
"102585","0"
"102586","0"
"102587","0"
"102588","0"
"102589","0"
"102590","0"
"102591","1"
"102592","1"
"102593","1"
"102594","1"
"102595","1"
"102596","1"
"102597","0"
"102598","1"
"102599","1"
"102600","1"
"102601","1"
"102602","1"
"102603","1"
"102604","1"
"102605","1"
"102606","0"
"102607","0"
"102608","0"
"102609","0"
"102610","0"
"102611","0"
"102612","0"
"102613","0"
"102614","0"
"102615","0"
"102616","0"
"102617","0"
"102618","0"
"102619","0"
"102620","0"
"102621","0"
"102622","0"
"102623","0"
"102624","0"
"102625","0"
"102626","0"
"102627","0"
"102628","0"
"102629","0"
"102630","0"
"102631","0"
"102632","0"
"102633","0"
"102634","1"
"102635","0"
"102636","0"
"102637","0"
"102638","0"
"102639","0"
"102640","0"
"102641","1"
"102642","1"
"102643","1"
"102644","0"
"102645","0"
"102646","0"
"102647","0"
"102648","0"
"102649","0"
"102650","0"
"102651","0"
"102652","0"
"102653","0"
"102654","0"
"102655","0"
"102656","1"
"102657","0"
"102658","0"
"102659","0"
"102660","0"
"102661","0"
"102662","1"
"102663","0"
"102664","0"
"102665","0"
"102666","0"
"102667","0"
"102668","0"
"102669","0"
"102670","0"
"102671","0"
"102672","0"
"102673","0"
"102674","0"
"102675","1"
"102676","1"
"102677","0"
"102678","0"
"102679","0"
"102680","0"
"102681","0"
"102682","0"
"102683","0"
"102684","0"
"102685","0"
"102686","0"
"102687","0"
"102688","0"
"102689","1"
"102690","0"
"102691","0"
"102692","0"
"102693","0"
"102694","0"
"102695","0"
"102696","0"
"102697","0"
"102698","0"
"102699","0"
"102700","0"
"102701","0"
"102702","1"
"102703","1"
"102704","1"
"102705","0"
"102706","0"
"102707","0"
"102708","0"
"102709","0"
"102710","0"
"102711","0"
"102712","1"
"102713","0"
"102714","0"
"102715","0"
"102716","0"
"102717","0"
"102718","0"
"102719","0"
"102720","0"
"102721","0"
"102722","0"
"102723","0"
"102724","0"
"102725","0"
"102726","0"
"102727","0"
"102728","1"
"102729","1"
"102730","1"
"102731","1"
"102732","1"
"102733","1"
"102734","0"
"102735","0"
"102736","0"
"102737","0"
"102738","0"
"102739","0"
"102740","0"
"102741","0"
"102742","0"
"102743","0"
"102744","0"
"102745","0"
"102746","1"
"102747","1"
"102748","1"
"102749","1"
"102750","1"
"102751","0"
"102752","0"
"102753","0"
"102754","0"
"102755","0"
"102756","0"
"102757","0"
"102758","0"
"102759","0"
"102760","1"
"102761","0"
"102762","0"
"102763","0"
"102764","0"
"102765","0"
"102766","0"
"102767","0"
"102768","0"
"102769","0"
"102770","0"
"102771","0"
"102772","1"
"102773","1"
"102774","1"
"102775","1"
"102776","1"
"102777","1"
"102778","1"
"102779","1"
"102780","0"
"102781","0"
"102782","0"
"102783","0"
"102784","0"
"102785","0"
"102786","0"
"102787","0"
"102788","0"
"102789","0"
"102790","0"
"102791","0"
"102792","0"
"102793","0"
"102794","0"
"102795","0"
"102796","0"
"102797","0"
"102798","0"
"102799","0"
"102800","1"
"102801","0"
"102802","0"
"102803","0"
"102804","0"
"102805","0"
"102806","0"
"102807","1"
"102808","1"
"102809","0"
"102810","0"
"102811","0"
"102812","0"
"102813","0"
"102814","0"
"102815","0"
"102816","0"
"102817","0"
"102818","0"
"102819","0"
"102820","0"
"102821","0"
"102822","0"
"102823","0"
"102824","0"
"102825","0"
"102826","0"
"102827","0"
"102828","0"
"102829","0"
"102830","0"
"102831","0"
"102832","0"
"102833","0"
"102834","0"
"102835","0"
"102836","0"
"102837","0"
"102838","0"
"102839","0"
"102840","0"
"102841","0"
"102842","0"
"102843","0"
"102844","1"
"102845","1"
"102846","1"
"102847","0"
"102848","1"
"102849","0"
"102850","0"
"102851","0"
"102852","0"
"102853","0"
"102854","0"
"102855","0"
"102856","0"
"102857","0"
"102858","0"
"102859","0"
"102860","0"
"102861","0"
"102862","0"
"102863","0"
"102864","0"
"102865","0"
"102866","0"
"102867","0"
"102868","0"
"102869","0"
"102870","0"
"102871","0"
"102872","0"
"102873","1"
"102874","1"
"102875","1"
"102876","0"
"102877","0"
"102878","0"
"102879","0"
"102880","0"
"102881","0"
"102882","0"
"102883","0"
"102884","0"
"102885","0"
"102886","0"
"102887","0"
"102888","0"
"102889","0"
"102890","0"
"102891","0"
"102892","0"
"102893","0"
"102894","0"
"102895","0"
"102896","0"
"102897","0"
"102898","0"
"102899","0"
"102900","0"
"102901","0"
"102902","0"
"102903","0"
"102904","0"
"102905","0"
"102906","0"
"102907","0"
"102908","0"
"102909","0"
"102910","0"
"102911","0"
"102912","0"
"102913","0"
"102914","0"
"102915","0"
"102916","0"
"102917","0"
"102918","0"
"102919","0"
"102920","0"
"102921","0"
"102922","0"
"102923","0"
"102924","0"
"102925","0"
"102926","0"
"102927","0"
"102928","0"
"102929","0"
"102930","0"
"102931","0"
"102932","1"
"102933","0"
"102934","0"
"102935","0"
"102936","1"
"102937","1"
"102938","1"
"102939","1"
"102940","1"
"102941","1"
"102942","1"
"102943","1"
"102944","0"
"102945","0"
"102946","0"
"102947","1"
"102948","0"
"102949","1"
"102950","0"
"102951","0"
"102952","0"
"102953","0"
"102954","0"
"102955","0"
"102956","0"
"102957","0"
"102958","0"
"102959","0"
"102960","0"
"102961","0"
"102962","0"
"102963","0"
"102964","0"
"102965","1"
"102966","1"
"102967","1"
"102968","0"
"102969","0"
"102970","0"
"102971","0"
"102972","0"
"102973","1"
"102974","1"
"102975","1"
"102976","1"
"102977","1"
"102978","1"
"102979","1"
"102980","1"
"102981","1"
"102982","1"
"102983","1"
"102984","1"
"102985","1"
"102986","1"
"102987","1"
"102988","1"
"102989","1"
"102990","0"
"102991","0"
"102992","0"
"102993","0"
"102994","0"
"102995","0"
"102996","0"
"102997","0"
"102998","0"
"102999","0"
"103000","0"
"103001","0"
"103002","0"
"103003","0"
"103004","0"
"103005","0"
"103006","0"
"103007","1"
"103008","0"
"103009","0"
"103010","0"
"103011","0"
"103012","0"
"103013","0"
"103014","0"
"103015","0"
"103016","0"
"103017","0"
"103018","0"
"103019","0"
"103020","0"
"103021","0"
"103022","0"
"103023","0"
"103024","0"
"103025","0"
"103026","0"
"103027","1"
"103028","1"
"103029","1"
"103030","1"
"103031","1"
"103032","1"
"103033","1"
"103034","1"
"103035","1"
"103036","1"
"103037","1"
"103038","1"
"103039","1"
"103040","1"
"103041","1"
"103042","1"
"103043","1"
"103044","0"
"103045","0"
"103046","0"
"103047","1"
"103048","0"
"103049","0"
"103050","1"
"103051","1"
"103052","0"
"103053","0"
"103054","0"
"103055","0"
"103056","0"
"103057","0"
"103058","0"
"103059","0"
"103060","1"
"103061","0"
"103062","0"
"103063","1"
"103064","0"
"103065","1"
"103066","1"
"103067","0"
"103068","0"
"103069","0"
"103070","1"
"103071","0"
"103072","1"
"103073","1"
"103074","1"
"103075","0"
"103076","0"
"103077","0"
"103078","0"
"103079","0"
"103080","0"
"103081","0"
"103082","0"
"103083","0"
"103084","0"
"103085","0"
"103086","0"
"103087","0"
"103088","1"
"103089","1"
"103090","0"
"103091","1"
"103092","0"
"103093","0"
"103094","0"
"103095","1"
"103096","0"
"103097","1"
"103098","1"
"103099","0"
"103100","0"
"103101","0"
"103102","0"
"103103","1"
"103104","1"
"103105","1"
"103106","1"
"103107","1"
"103108","1"
"103109","0"
"103110","1"
"103111","1"
"103112","1"
"103113","1"
"103114","1"
"103115","1"
"103116","1"
"103117","1"
"103118","1"
"103119","1"
"103120","1"
"103121","1"
"103122","0"
"103123","0"
"103124","0"
"103125","0"
"103126","0"
"103127","0"
"103128","0"
"103129","0"
"103130","0"
"103131","0"
"103132","0"
"103133","0"
"103134","0"
"103135","0"
"103136","0"
"103137","0"
"103138","0"
"103139","0"
"103140","0"
"103141","0"
"103142","0"
"103143","0"
"103144","0"
"103145","0"
"103146","0"
"103147","0"
"103148","0"
"103149","0"
"103150","0"
"103151","0"
"103152","0"
"103153","0"
"103154","0"
"103155","0"
"103156","0"
"103157","0"
"103158","0"
"103159","0"
"103160","0"
"103161","0"
"103162","0"
"103163","1"
"103164","1"
"103165","1"
"103166","1"
"103167","0"
"103168","0"
"103169","0"
"103170","0"
"103171","0"
"103172","0"
"103173","1"
"103174","1"
"103175","1"
"103176","1"
"103177","1"
"103178","1"
"103179","1"
"103180","1"
"103181","1"
"103182","1"
"103183","1"
"103184","1"
"103185","1"
"103186","1"
"103187","1"
"103188","1"
"103189","1"
"103190","1"
"103191","0"
"103192","0"
"103193","0"
"103194","0"
"103195","0"
"103196","0"
"103197","0"
"103198","0"
"103199","0"
"103200","0"
"103201","0"
"103202","0"
"103203","0"
"103204","0"
"103205","0"
"103206","0"
"103207","1"
"103208","0"
"103209","1"
"103210","1"
"103211","1"
"103212","1"
"103213","1"
"103214","0"
"103215","1"
"103216","0"
"103217","1"
"103218","0"
"103219","0"
"103220","0"
"103221","0"
"103222","0"
"103223","0"
"103224","0"
"103225","0"
"103226","0"
"103227","0"
"103228","1"
"103229","1"
"103230","1"
"103231","1"
"103232","0"
"103233","0"
"103234","1"
"103235","0"
"103236","0"
"103237","0"
"103238","0"
"103239","1"
"103240","1"
"103241","1"
"103242","1"
"103243","1"
"103244","1"
"103245","0"
"103246","0"
"103247","0"
"103248","0"
"103249","0"
"103250","0"
"103251","0"
"103252","0"
"103253","0"
"103254","0"
"103255","0"
"103256","0"
"103257","0"
"103258","1"
"103259","0"
"103260","0"
"103261","0"
"103262","0"
"103263","0"
"103264","0"
"103265","0"
"103266","0"
"103267","1"
"103268","1"
"103269","0"
"103270","0"
"103271","0"
"103272","0"
"103273","0"
"103274","0"
"103275","0"
"103276","0"
"103277","0"
"103278","0"
"103279","0"
"103280","0"
"103281","0"
"103282","0"
"103283","0"
"103284","0"
"103285","0"
"103286","0"
"103287","0"
"103288","0"
"103289","0"
"103290","0"
"103291","0"
"103292","0"
"103293","0"
"103294","0"
"103295","0"
"103296","0"
"103297","0"
"103298","0"
"103299","0"
"103300","0"
"103301","0"
"103302","0"
"103303","0"
"103304","0"
"103305","0"
"103306","0"
"103307","0"
"103308","1"
"103309","1"
"103310","1"
"103311","1"
"103312","1"
"103313","1"
"103314","1"
"103315","1"
"103316","1"
"103317","1"
"103318","1"
"103319","0"
"103320","0"
"103321","0"
"103322","0"
"103323","0"
"103324","0"
"103325","0"
"103326","0"
"103327","1"
"103328","0"
"103329","0"
"103330","0"
"103331","0"
"103332","1"
"103333","1"
"103334","1"
"103335","1"
"103336","1"
"103337","1"
"103338","0"
"103339","0"
"103340","0"
"103341","0"
"103342","0"
"103343","0"
"103344","0"
"103345","0"
"103346","0"
"103347","0"
"103348","0"
"103349","0"
"103350","0"
"103351","0"
"103352","0"
"103353","0"
"103354","0"
"103355","0"
"103356","0"
"103357","0"
"103358","0"
"103359","0"
"103360","0"
"103361","0"
"103362","0"
"103363","0"
"103364","0"
"103365","0"
"103366","0"
"103367","0"
"103368","0"
"103369","0"
"103370","0"
"103371","0"
"103372","0"
"103373","0"
"103374","0"
"103375","0"
"103376","0"
"103377","0"
"103378","0"
"103379","0"
"103380","1"
"103381","0"
"103382","1"
"103383","1"
"103384","0"
"103385","0"
"103386","1"
"103387","1"
"103388","0"
"103389","0"
"103390","1"
"103391","1"
"103392","1"
"103393","1"
"103394","1"
"103395","1"
"103396","1"
"103397","1"
"103398","1"
"103399","1"
"103400","1"
"103401","0"
"103402","0"
"103403","0"
"103404","0"
"103405","0"
"103406","0"
"103407","0"
"103408","0"
"103409","0"
"103410","0"
"103411","0"
"103412","0"
"103413","0"
"103414","0"
"103415","0"
"103416","0"
"103417","0"
"103418","0"
"103419","0"
"103420","0"
"103421","0"
"103422","0"
"103423","0"
"103424","0"
"103425","0"
"103426","0"
"103427","0"
"103428","1"
"103429","1"
"103430","0"
"103431","0"
"103432","0"
"103433","0"
"103434","0"
"103435","0"
"103436","0"
"103437","0"
"103438","0"
"103439","0"
"103440","0"
"103441","0"
"103442","0"
"103443","0"
"103444","0"
"103445","0"
"103446","0"
"103447","0"
"103448","0"
"103449","0"
"103450","0"
"103451","0"
"103452","0"
"103453","0"
"103454","0"
"103455","0"
"103456","0"
"103457","0"
"103458","0"
"103459","0"
"103460","0"
"103461","0"
"103462","0"
"103463","0"
"103464","0"
"103465","0"
"103466","0"
"103467","0"
"103468","0"
"103469","0"
"103470","0"
"103471","0"
"103472","0"
"103473","0"
"103474","0"
"103475","0"
"103476","0"
"103477","0"
"103478","0"
"103479","0"
"103480","1"
"103481","0"
"103482","0"
"103483","0"
"103484","0"
"103485","0"
"103486","0"
"103487","0"
"103488","0"
"103489","0"
"103490","1"
"103491","0"
"103492","0"
"103493","1"
"103494","1"
"103495","1"
"103496","0"
"103497","0"
"103498","0"
"103499","0"
"103500","0"
"103501","0"
"103502","0"
"103503","0"
"103504","0"
"103505","0"
"103506","0"
"103507","0"
"103508","0"
"103509","0"
"103510","0"
"103511","0"
"103512","0"
"103513","0"
"103514","0"
"103515","0"
"103516","0"
"103517","0"
"103518","0"
"103519","0"
"103520","0"
"103521","0"
"103522","0"
"103523","0"
"103524","0"
"103525","0"
"103526","0"
"103527","0"
"103528","0"
"103529","0"
"103530","0"
"103531","0"
"103532","0"
"103533","0"
"103534","0"
"103535","0"
"103536","0"
"103537","0"
"103538","0"
"103539","0"
"103540","0"
"103541","0"
"103542","0"
"103543","0"
"103544","0"
"103545","0"
"103546","0"
"103547","0"
"103548","0"
"103549","0"
"103550","0"
"103551","0"
"103552","0"
"103553","0"
"103554","0"
"103555","0"
"103556","0"
"103557","0"
"103558","0"
"103559","0"
"103560","0"
"103561","0"
"103562","0"
"103563","0"
"103564","0"
"103565","0"
"103566","1"
"103567","1"
"103568","0"
"103569","0"
"103570","0"
"103571","0"
"103572","0"
"103573","0"
"103574","0"
"103575","0"
"103576","0"
"103577","0"
"103578","0"
"103579","1"
"103580","1"
"103581","0"
"103582","0"
"103583","1"
"103584","1"
"103585","1"
"103586","1"
"103587","1"
"103588","1"
"103589","1"
"103590","0"
"103591","0"
"103592","0"
"103593","0"
"103594","0"
"103595","1"
"103596","1"
"103597","1"
"103598","1"
"103599","1"
"103600","1"
"103601","1"
"103602","1"
"103603","1"
"103604","1"
"103605","0"
"103606","0"
"103607","0"
"103608","0"
"103609","0"
"103610","0"
"103611","0"
"103612","1"
"103613","1"
"103614","1"
"103615","1"
"103616","1"
"103617","0"
"103618","0"
"103619","0"
"103620","0"
"103621","0"
"103622","0"
"103623","0"
"103624","0"
"103625","0"
"103626","0"
"103627","0"
"103628","0"
"103629","0"
"103630","0"
"103631","0"
"103632","0"
"103633","0"
"103634","0"
"103635","0"
"103636","1"
"103637","1"
"103638","1"
"103639","1"
"103640","1"
"103641","1"
"103642","1"
"103643","1"
"103644","1"
"103645","1"
"103646","1"
"103647","0"
"103648","0"
"103649","0"
"103650","0"
"103651","0"
"103652","0"
"103653","0"
"103654","0"
"103655","0"
"103656","0"
"103657","0"
"103658","0"
"103659","0"
"103660","0"
"103661","0"
"103662","1"
"103663","1"
"103664","1"
"103665","1"
"103666","0"
"103667","1"
"103668","1"
"103669","1"
"103670","1"
"103671","1"
"103672","1"
"103673","1"
"103674","0"
"103675","0"
"103676","0"
"103677","0"
"103678","0"
"103679","1"
"103680","1"
"103681","1"
"103682","1"
"103683","1"
"103684","1"
"103685","0"
"103686","0"
"103687","0"
"103688","1"
"103689","1"
"103690","0"
"103691","0"
"103692","0"
"103693","0"
"103694","0"
"103695","0"
"103696","0"
"103697","1"
"103698","1"
"103699","1"
"103700","1"
"103701","1"
"103702","1"
"103703","1"
"103704","1"
"103705","1"
"103706","1"
"103707","1"
"103708","1"
"103709","1"
"103710","1"
"103711","1"
"103712","1"
"103713","1"
"103714","1"
"103715","0"
"103716","1"
"103717","1"
"103718","1"
"103719","0"
"103720","0"
"103721","0"
"103722","0"
"103723","0"
"103724","0"
"103725","0"
"103726","0"
"103727","0"
"103728","0"
"103729","0"
"103730","0"
"103731","0"
"103732","0"
"103733","0"
"103734","0"
"103735","0"
"103736","0"
"103737","0"
"103738","0"
"103739","0"
"103740","0"
"103741","0"
"103742","1"
"103743","0"
"103744","0"
"103745","1"
"103746","1"
"103747","1"
"103748","1"
"103749","1"
"103750","1"
"103751","1"
"103752","1"
"103753","1"
"103754","1"
"103755","0"
"103756","0"
"103757","1"
"103758","1"
"103759","0"
"103760","0"
"103761","0"
"103762","0"
"103763","0"
"103764","0"
"103765","0"
"103766","0"
"103767","0"
"103768","0"
"103769","0"
"103770","0"
"103771","0"
"103772","0"
"103773","0"
"103774","0"
"103775","0"
"103776","0"
"103777","0"
"103778","1"
"103779","1"
"103780","1"
"103781","0"
"103782","1"
"103783","1"
"103784","1"
"103785","1"
"103786","1"
"103787","1"
"103788","1"
"103789","0"
"103790","0"
"103791","0"
"103792","0"
"103793","0"
"103794","0"
"103795","0"
"103796","0"
"103797","0"
"103798","0"
"103799","0"
"103800","0"
"103801","0"
"103802","0"
"103803","0"
"103804","0"
"103805","0"
"103806","0"
"103807","0"
"103808","1"
"103809","0"
"103810","0"
"103811","1"
"103812","1"
"103813","1"
"103814","0"
"103815","1"
"103816","0"
"103817","0"
"103818","1"
"103819","1"
"103820","1"
"103821","1"
"103822","1"
"103823","1"
"103824","1"
"103825","1"
"103826","1"
"103827","1"
"103828","1"
"103829","0"
"103830","1"
"103831","1"
"103832","1"
"103833","1"
"103834","1"
"103835","0"
"103836","0"
"103837","0"
"103838","0"
"103839","0"
"103840","0"
"103841","0"
"103842","1"
"103843","1"
"103844","1"
"103845","1"
"103846","1"
"103847","1"
"103848","1"
"103849","0"
"103850","0"
"103851","1"
"103852","0"
"103853","0"
"103854","0"
"103855","0"
"103856","0"
"103857","0"
"103858","0"
"103859","0"
"103860","0"
"103861","0"
"103862","0"
"103863","0"
"103864","0"
"103865","0"
"103866","0"
"103867","0"
"103868","0"
"103869","0"
"103870","0"
"103871","0"
"103872","0"
"103873","0"
"103874","0"
"103875","0"
"103876","0"
"103877","0"
"103878","0"
"103879","0"
"103880","0"
"103881","0"
"103882","0"
"103883","0"
"103884","0"
"103885","0"
"103886","0"
"103887","0"
"103888","0"
"103889","0"
"103890","0"
"103891","0"
"103892","0"
"103893","0"
"103894","0"
"103895","0"
"103896","0"
"103897","0"
"103898","0"
"103899","0"
"103900","0"
"103901","0"
"103902","0"
"103903","0"
"103904","0"
"103905","0"
"103906","0"
"103907","0"
"103908","0"
"103909","0"
"103910","1"
"103911","1"
"103912","1"
"103913","1"
"103914","1"
"103915","1"
"103916","1"
"103917","1"
"103918","1"
"103919","1"
"103920","1"
"103921","1"
"103922","1"
"103923","1"
"103924","1"
"103925","1"
"103926","1"
"103927","0"
"103928","1"
"103929","0"
"103930","1"
"103931","0"
"103932","0"
"103933","0"
"103934","0"
"103935","0"
"103936","0"
"103937","0"
"103938","0"
"103939","0"
"103940","0"
"103941","0"
"103942","0"
"103943","0"
"103944","0"
"103945","0"
"103946","0"
"103947","0"
"103948","0"
"103949","0"
"103950","1"
"103951","1"
"103952","1"
"103953","1"
"103954","1"
"103955","1"
"103956","1"
"103957","1"
"103958","1"
"103959","0"
"103960","0"
"103961","0"
"103962","0"
"103963","1"
"103964","0"
"103965","0"
"103966","0"
"103967","0"
"103968","0"
"103969","0"
"103970","1"
"103971","1"
"103972","1"
"103973","0"
"103974","0"
"103975","0"
"103976","0"
"103977","0"
"103978","0"
"103979","0"
"103980","1"
"103981","1"
"103982","0"
"103983","1"
"103984","1"
"103985","1"
"103986","1"
"103987","0"
"103988","0"
"103989","0"
"103990","0"
"103991","0"
"103992","0"
"103993","0"
"103994","0"
"103995","0"
"103996","0"
"103997","0"
"103998","0"
"103999","0"
"104000","0"
"104001","0"
"104002","0"
"104003","0"
"104004","0"
"104005","0"
"104006","0"
"104007","0"
"104008","0"
"104009","1"
"104010","1"
"104011","1"
"104012","1"
"104013","1"
"104014","1"
"104015","1"
"104016","1"
"104017","0"
"104018","1"
"104019","1"
"104020","1"
"104021","0"
"104022","1"
"104023","1"
"104024","1"
"104025","1"
"104026","1"
"104027","0"
"104028","0"
"104029","0"
"104030","0"
"104031","0"
"104032","0"
"104033","0"
"104034","0"
"104035","1"
"104036","1"
"104037","1"
"104038","1"
"104039","0"
"104040","0"
"104041","0"
"104042","0"
"104043","0"
"104044","0"
"104045","0"
"104046","1"
"104047","0"
"104048","0"
"104049","0"
"104050","0"
"104051","0"
"104052","0"
"104053","0"
"104054","0"
"104055","0"
"104056","0"
"104057","0"
"104058","0"
"104059","0"
"104060","0"
"104061","0"
"104062","0"
"104063","0"
"104064","0"
"104065","0"
"104066","0"
"104067","0"
"104068","0"
"104069","1"
"104070","1"
"104071","1"
"104072","1"
"104073","1"
"104074","0"
"104075","1"
"104076","1"
"104077","1"
"104078","1"
"104079","1"
"104080","1"
"104081","1"
"104082","1"
"104083","0"
"104084","0"
"104085","0"
"104086","0"
"104087","0"
"104088","0"
"104089","0"
"104090","0"
"104091","0"
"104092","0"
"104093","0"
"104094","0"
"104095","0"
"104096","0"
"104097","0"
"104098","0"
"104099","0"
"104100","0"
"104101","1"
"104102","1"
"104103","1"
"104104","0"
"104105","0"
"104106","0"
"104107","1"
"104108","1"
"104109","1"
"104110","0"
"104111","0"
"104112","1"
"104113","1"
"104114","1"
"104115","1"
"104116","1"
"104117","0"
"104118","1"
"104119","1"
"104120","1"
"104121","1"
"104122","0"
